district,school,school_id,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special,year,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,len_str,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate,gpercent_overall,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,percent_in_poverty
"Richland School
District One","Heyward Gibbes Middle
School",4001037,500 Summerlea Dr.,Columbia,SC,29203,6-8,324,803-343-2942,"https://www.richlandone.org//site/Default.aspx?Page
ID=69","Cedrick R. Tidwell,
Sr.",32,NA,2019,M,18.8,50.3,8.2,62.6,16,NA,68,7,74.3,60.7,7.7,50363,100,100,2,25.9,NA,357,206,151,335,5,NA,0,344,17,57.70308123249299,42.296918767507,0,93.8375350140056,1.400560224089636,4.761904761904762,96.35854341736695
"Richland School
District One","Heyward Gibbes Middle
School",4001037,500 Summerlea Dr.,Columbia,SC,29203,6-8,324,803-343-2942,"https://www.richlandone.org//site/Default.aspx?Page
ID=69","Cedrick R. Tidwell,
Sr.",32,NA,2021,M,16.8,57.5,7.3,69.8,10.8,NA,73.8,7,79,62.5,12.5,51733.245483871,100,100,0,20.8,NA,315,170,145,292,3,NA,0,301,20,53.96825396825397,46.03174603174603,0,92.6984126984127,0.9523809523809524,6.349206349206349,95.55555555555556
"Richland School
District One","Heyward Gibbes Middle
School",4001037,500 Summerlea Dr.,Columbia,SC,29203,6-8,324,803-343-2942,"https://www.richlandone.org//site/Default.aspx?Page
ID=69","Cedrick R. Tidwell,
Sr.",32,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,78.4,70,0,53644,NA,NA,0.6,29.5,NA,324,186,138,306,4,NA,0,311,14,57.407407407407405,42.592592592592595,0,94.44444444444444,1.2345679012345678,4.320987654320987,95.98765432098766
"Richland School
District One","A.J. Lewis Greenview
Elementary",4001038,"829 Ambergate Lane,
Columbia, SC 29229",Columbia,SC,29203,PK-5,324,(803) 735-3417,greenview.richlandone.org,"Dr. LaShaunda
Evans",30,NA,2017,E,28.9,36.6,21.1,49,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,412,198,214,403,5,NA,NA,NA,4,48.05825242718447,51.94174757281553,NA,97.81553398058253,1.2135922330097086,0.9708737864077669,NA
"Richland School
District One","A.J. Lewis Greenview
Elementary",4001038,"829 Ambergate Lane,
Columbia, SC 29229",Columbia,SC,29203,PK-5,324,(803) 735-3417,greenview.richlandone.org,"Dr. LaShaunda
Evans",30,NA,2018,E,27.7,35.9,21.7,40.8,32.8,NA,34.4,7,95.2,69,9.1,58404,100,100,0,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One","A.J. Lewis Greenview
Elementary",4001038,"829 Ambergate Lane,
Columbia, SC 29229",Columbia,SC,29203,PK-5,324,(803) 735-3417,greenview.richlandone.org,"Dr. LaShaunda
Evans",30,NA,2019,E,29.1,37.6,27.9,44.2,20,NA,36.4,7,86.1,69,19,55317,100,100,0,7.1,NA,353,168,185,329,4,NA,0,320,20,47.59206798866856,52.40793201133145,0,93.20113314447592,1.13314447592068,5.6657223796034,90.6515580736544
"Richland School
District One","A.J. Lewis Greenview
Elementary",4001038,"829 Ambergate Lane,
Columbia, SC 29229",Columbia,SC,29203,PK-5,324,(803) 735-3417,greenview.richlandone.org,"Dr. LaShaunda
Evans",30,NA,2021,E,17.3,51,12.1,60.7,17.2,NA,55.2,7,85.1,66.6666666666667,21.4,55839.0617857143,100,100,0,3.4,NA,329,173,156,304,3,NA,0,300,22,52.58358662613982,47.41641337386018,0,92.401215805471125,0.911854103343465,6.68693009118541,91.1854103343465
"Richland School
District One","A.J. Lewis Greenview
Elementary",4001038,"829 Ambergate Lane,
Columbia, SC 29229",Columbia,SC,29203,PK-5,324,(803) 735-3417,greenview.richlandone.org,"Dr. LaShaunda
Evans",30,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,85.1,70,10,58860,NA,NA,0,5.9,NA,355,184,171,331,2,NA,0,323,22,51.83098591549295,48.16901408450705,0,93.2394366197183,0.5633802816901409,6.197183098591549,90.98591549295774
"Richland School
District One",Hand Middle School,4001039,2600 Wheat Street,Columbia,SC,29205,6-8,740,803-343-2947,richlandone.org/Domain/39,"Patrice T. Green,
EdD",61,NA,2017,M,48.5,23.4,37.7,33,50.7,30,NA,7,NA,NA,NA,50597,NA,NA,0.5,NA,NA,882,431,451,483,298,NA,NA,NA,101,48.86621315192744,51.13378684807256,NA,54.761904761904766,33.78684807256236,11.45124716553288,NA
"Richland School
District One",Hand Middle School,4001039,2600 Wheat Street,Columbia,SC,29205,6-8,740,803-343-2947,richlandone.org/Domain/39,"Patrice T. Green,
EdD",61,NA,2018,M,49.1,22,42.1,30.4,52.1,NA,26.6,7,73.7,57.8,40.5,47463,100,100,0.1,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Hand Middle School,4001039,2600 Wheat Street,Columbia,SC,29205,6-8,740,803-343-2947,richlandone.org/Domain/39,"Patrice T. Green,
EdD",61,NA,2019,M,49.2,24.3,40.3,34.5,51.1,NA,29.7,7,66.3,61.9,26.7,48736,90,100,0.1,12.7,NA,852,414,438,439,303,NA,0,510,110,48.59154929577465,51.40845070422535,0,51.525821596244135,35.563380281690144,12.910798122065728,59.859154929577464
"Richland School
District One",Hand Middle School,4001039,2600 Wheat Street,Columbia,SC,29205,6-8,740,803-343-2947,richlandone.org/Domain/39,"Patrice T. Green,
EdD",61,NA,2021,M,37.3,34.1,29.3,45.3,29.7,NA,53.8,7,71.7,60.655737704918,27.6,51378.0161403509,100,100,0,7.6,NA,741,343,398,424,211,NA,0,485,106,46.288798920377864,53.71120107962213,0,57.21997300944669,28.475033738191634,14.304993252361673,65.45209176788124
"Richland School
District One",Hand Middle School,4001039,2600 Wheat Street,Columbia,SC,29205,6-8,740,803-343-2947,richlandone.org/Domain/39,"Patrice T. Green,
EdD",61,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,62.7,60.3,9.1,50496,NA,NA,0,15.9,NA,811,388,423,437,264,NA,0,508,110,47.842170160295936,52.15782983970407,0,53.88409371146733,32.552404438964246,13.563501849568436,62.63871763255241
"Richland School
District One",Hopkins Elementary School,4001040,"6120 Cabin Creek
Road",Hopkins,SC,29061,PK-5,253,8037835541,www.richlandone.org/Domain/19,"Audrey
White-Garner",24,NA,2017,E,21.9,43.3,11.3,55.6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.7,NA,NA,331,159,172,315,11,NA,NA,NA,5,48.036253776435046,51.963746223564954,NA,95.16616314199395,3.3232628398791544,1.5105740181268883,NA
"Richland School
District One",Hopkins Elementary School,4001040,"6120 Cabin Creek
Road",Hopkins,SC,29061,PK-5,253,8037835541,www.richlandone.org/Domain/19,"Audrey
White-Garner",24,NA,2018,E,28.9,42.2,27.3,43,28.6,NA,42.9,7,81,69.2,22.2,49888,100,100,0.4,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Hopkins Elementary School,4001040,"6120 Cabin Creek
Road",Hopkins,SC,29061,PK-5,253,8037835541,www.richlandone.org/Domain/19,"Audrey
White-Garner",24,NA,2019,E,31.8,37.2,23.3,45,29.5,NA,38.6,7,77.9,73.9,8.3,50775,100,100,0.8,6.6,NA,282,129,153,258,15,NA,0,261,9,45.744680851063826,54.25531914893617,0,91.48936170212765,5.319148936170213,3.1914893617021276,92.5531914893617
"Richland School
District One",Hopkins Elementary School,4001040,"6120 Cabin Creek
Road",Hopkins,SC,29061,PK-5,253,8037835541,www.richlandone.org/Domain/19,"Audrey
White-Garner",24,NA,2021,E,23.5,47.8,28.4,48.3,20.4,NA,53.1,7,83.7,75,0,55883.9814285714,100,100,0.4,5.3,NA,251,116,135,221,12,NA,0,232,18,46.21513944223107,53.78486055776892,0,88.04780876494024,4.780876494023905,7.171314741035857,92.43027888446214
"Richland School
District One",Hopkins Elementary School,4001040,"6120 Cabin Creek
Road",Hopkins,SC,29061,PK-5,253,8037835541,www.richlandone.org/Domain/19,"Audrey
White-Garner",24,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,80.9,69.6,0,54560,NA,NA,0.4,9.9,NA,283,130,153,246,13,NA,0,260,24,45.936395759717314,54.06360424028268,0,86.92579505300353,4.593639575971731,8.480565371024735,91.87279151943463
"Richland School
District One","Horrell Hill Elementary
School",4001041,517 Horrell Hill Road,"Hopkins, South
Carolina",SC,29061,PK-5,513,803-783-5545,horrellhill.richlandone.org,"Parthenia
Satterwhite",40,NA,2017,E,32.6,32.2,19.5,40.2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.4,NA,NA,608,283,325,493,70,NA,NA,NA,45,46.54605263157895,53.45394736842105,NA,81.08552631578947,11.513157894736842,7.401315789473683,NA
"Richland School
District One","Horrell Hill Elementary
School",4001041,517 Horrell Hill Road,"Hopkins, South
Carolina",SC,29061,PK-5,513,803-783-5545,horrellhill.richlandone.org,"Parthenia
Satterwhite",40,NA,2018,E,31.6,34.6,33.6,38.2,41.3,NA,26.9,7,82.7,48.7,25.9,50316,100,59,0.5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One","Horrell Hill Elementary
School",4001041,517 Horrell Hill Road,"Hopkins, South
Carolina",SC,29061,PK-5,513,803-783-5545,horrellhill.richlandone.org,"Parthenia
Satterwhite",40,NA,2019,E,33.1,35.3,30.9,40.1,49.4,NA,29.2,7,76.9,45.9,15,51534,100,100,0.4,18.8,NA,577,252,325,425,57,NA,0,473,95,43.67417677642981,56.32582322357019,0,73.65684575389947,9.878682842287695,16.464471403812826,81.97573656845753
"Richland School
District One","Horrell Hill Elementary
School",4001041,517 Horrell Hill Road,"Hopkins, South
Carolina",SC,29061,PK-5,513,803-783-5545,horrellhill.richlandone.org,"Parthenia
Satterwhite",40,NA,2021,E,18.3,54.2,19,55.6,17.1,NA,65.9,7,76.4,37.5,13.3,50928.982972973,100,100,0.2,7.7,NA,518,244,274,357,43,NA,0,435,118,47.10424710424711,52.8957528957529,0,68.91891891891892,8.301158301158301,22.779922779922778,83.97683397683397
"Richland School
District One","Horrell Hill Elementary
School",4001041,517 Horrell Hill Road,"Hopkins, South
Carolina",SC,29061,PK-5,513,803-783-5545,horrellhill.richlandone.org,"Parthenia
Satterwhite",40,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,70,33.3,14.3,50778,NA,NA,0.4,15.5,NA,564,254,310,397,44,NA,0,478,123,45.0354609929078,54.96453900709219,0,70.39007092198581,7.801418439716312,21.808510638297875,84.75177304964538
"Richland School
District One",Hyatt Park Elementary,4001042,10 Marrob Court,Columbia,SC,29203,PK-5,376,8037193537,"https://www.richlandone.org/Hyatt%20Park
%20Elementary","Dr. Dell N
Brabham",33,NA,2017,E,11.299999999999999,65.6,8.2,63.6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.2,NA,NA,469,241,228,465,3,NA,NA,NA,1,51.385927505330486,48.61407249466951,NA,99.14712153518124,0.6396588486140725,0.21321961620469082,NA
"Richland School
District One",Hyatt Park Elementary,4001042,10 Marrob Court,Columbia,SC,29203,PK-5,376,8037193537,"https://www.richlandone.org/Hyatt%20Park
%20Elementary","Dr. Dell N
Brabham",33,NA,2018,E,14,50.8,17.9,50.8,28.3,NA,41.5,7,67.1,56.4,44,48199,100,100,0.2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Hyatt Park Elementary,4001042,10 Marrob Court,Columbia,SC,29203,PK-5,376,8037193537,"https://www.richlandone.org/Hyatt%20Park
%20Elementary","Dr. Dell N
Brabham",33,NA,2019,E,13.6,51.2,16,53.1,9.7,NA,64.5,7,67.4,54.5,23.8,47501,100,100,0.5,9.8,NA,428,214,214,404,10,NA,0,412,14,50,50,0,94.39252336448598,2.336448598130841,3.2710280373831773,96.26168224299066
"Richland School
District One",Hyatt Park Elementary,4001042,10 Marrob Court,Columbia,SC,29203,PK-5,376,8037193537,"https://www.richlandone.org/Hyatt%20Park
%20Elementary","Dr. Dell N
Brabham",33,NA,2021,E,6.6,69.5,6,68.9,2.6,NA,84.2,7,74.8,63.6363636363636,50,50532.8179310345,100,100,0,6.3,NA,399,214,185,377,4,NA,0,386,18,53.63408521303258,46.365914786967416,0,94.48621553884712,1.0025062656641603,4.511278195488721,96.74185463659147
"Richland School
District One",Hyatt Park Elementary,4001042,10 Marrob Court,Columbia,SC,29203,PK-5,376,8037193537,"https://www.richlandone.org/Hyatt%20Park
%20Elementary","Dr. Dell N
Brabham",33,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,69.2,47.1,27.8,48842,NA,NA,0,8.6,NA,412,211,201,385,5,NA,0,401,22,51.213592233009706,48.786407766990294,0,93.44660194174757,1.2135922330097086,5.339805825242718,97.33009708737865
"Richland School
District One",Logan Elementary School,4001045,815 Elmwood Avenue,Columbia,SC,29201,PK-5,258,843-343-2915,https://www.richlandone.org/Domain/22,"David Copeland
Jr.",24,NA,2017,E,25.8,40,28.299999999999997,48.2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1.9,NA,NA,261,125,136,205,47,NA,NA,NA,9,47.89272030651341,52.10727969348659,NA,78.544061302682,18.007662835249043,3.4482758620689653,NA
"Richland School
District One",Logan Elementary School,4001045,815 Elmwood Avenue,Columbia,SC,29201,PK-5,258,843-343-2915,https://www.richlandone.org/Domain/22,"David Copeland
Jr.",24,NA,2018,E,27.5,36.3,22.5,41.2,42.9,NA,31.4,7,100,73.9,0,58854,100,39,0.9,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Logan Elementary School,4001045,815 Elmwood Avenue,Columbia,SC,29201,PK-5,258,843-343-2915,https://www.richlandone.org/Domain/22,"David Copeland
Jr.",24,NA,2019,E,36.9,40.5,22.5,36.9,32.4,NA,43.2,7,90.9,70.8,0,56023,100,84,0.8,9.8,NA,292,144,148,211,61,NA,0,224,20,49.31506849315068,50.68493150684932,0,72.26027397260275,20.89041095890411,6.8493150684931505,76.71232876712328
"Richland School
District One",Logan Elementary School,4001045,815 Elmwood Avenue,Columbia,SC,29201,PK-5,258,843-343-2915,https://www.richlandone.org/Domain/22,"David Copeland
Jr.",24,NA,2021,E,38.8,37.3,43.3,29.9,52.6,NA,26.3,7,85.1,70.8333333333333,23.1,56972.18,100,100,0,4.5,NA,250,115,135,170,59,NA,0,190,21,46,54,0,68,23.599999999999998,8.4,76
"Richland School
District One",Logan Elementary School,4001045,815 Elmwood Avenue,Columbia,SC,29201,PK-5,258,843-343-2915,https://www.richlandone.org/Domain/22,"David Copeland
Jr.",24,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,89.4,64,7.7,57802,NA,NA,0.4,9.3,NA,299,146,153,214,60,NA,0,241,25,48.82943143812709,51.17056856187291,0,71.57190635451505,20.066889632107024,8.361204013377927,80.60200668896321
"Richland School
District One",Meadowfield Elementary,4001046,525 Galway Lane,Columbia,SC,29209,PK-5,589,8037835549,meadwofield@richlandone.org,Lisa Davis,51,NA,2017,E,42.4,29.3,36.4,34.9,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,710,337,373,511,162,NA,NA,NA,37,47.46478873239436,52.53521126760563,NA,71.9718309859155,22.816901408450704,5.211267605633803,NA
"Richland School
District One",Meadowfield Elementary,4001046,525 Galway Lane,Columbia,SC,29209,PK-5,589,8037835549,meadwofield@richlandone.org,Lisa Davis,51,NA,2018,E,40.8,30.5,42.5,33,43.2,NA,24.8,7,79.4,76,20,49726,100,53,0,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",Meadowfield Elementary,4001046,525 Galway Lane,Columbia,SC,29209,PK-5,589,8037835549,meadwofield@richlandone.org,Lisa Davis,51,NA,2019,E,48.9,26.4,44.1,28.6,52.8,NA,25.2,7,77,72.5,11.8,51383,100,54,0.3,9.9,NA,713,321,392,494,144,NA,0,539,75,45.02103786816269,54.97896213183731,0,69.28471248246845,20.196353436185134,10.518934081346423,75.5960729312763
"Richland School
District One",Meadowfield Elementary,4001046,525 Galway Lane,Columbia,SC,29209,PK-5,589,8037835549,meadwofield@richlandone.org,Lisa Davis,51,NA,2021,E,33.8,39,27.8,47.2,30.6,NA,46.8,7,81.6,66.6666666666667,15.4,53499.9669387755,100,100,0,8.5,NA,606,289,317,388,126,NA,0,446,92,47.68976897689769,52.310231023102304,0,64.02640264026402,20.792079207920793,15.181518151815181,73.5973597359736
"Richland School
District One",Meadowfield Elementary,4001046,525 Galway Lane,Columbia,SC,29209,PK-5,589,8037835549,meadwofield@richlandone.org,Lisa Davis,51,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,79.3,66,11.1,53712,NA,NA,0.5,12.9,NA,722,336,386,471,151,NA,0,540,100,46.53739612188366,53.46260387811634,0,65.2354570637119,20.914127423822716,13.850415512465375,74.79224376731301
"Richland School
District One","Mill Creek Elementary
School",4001047,925 Universal Drive,Columbia,SC,29209,PK-5,309,803-206-9567,https://www.richlandone.org/Domain/25,Eddie Whack,29,NA,2017,E,27.2,36.1,26.6,38.6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1.1,NA,NA,405,208,197,360,30,NA,NA,NA,15,51.358024691358025,48.641975308641975,NA,88.88888888888889,7.4074074074074066,3.7037037037037033,NA
"Richland School
District One","Mill Creek Elementary
School",4001047,925 Universal Drive,Columbia,SC,29209,PK-5,309,803-206-9567,https://www.richlandone.org/Domain/25,Eddie Whack,29,NA,2018,E,27.8,39.1,34.3,39.6,39.3,NA,24.6,7,86,61.3,22.7,49609,100,42,1.5,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One","Mill Creek Elementary
School",4001047,925 Universal Drive,Columbia,SC,29209,PK-5,309,803-206-9567,https://www.richlandone.org/Domain/25,Eddie Whack,29,NA,2019,E,31,35.9,32.4,40,14.3,NA,53.6,7,83.3,58.1,17.6,50588,100,54,2.6,12.6,NA,339,178,161,287,25,NA,0,284,27,52.50737463126843,47.49262536873156,0,84.66076696165192,7.374631268436578,7.964601769911504,83.77581120943954
"Richland School
District One","Mill Creek Elementary
School",4001047,925 Universal Drive,Columbia,SC,29209,PK-5,309,803-206-9567,https://www.richlandone.org/Domain/25,Eddie Whack,29,NA,2021,E,21.5,46.7,22.4,54.2,23.1,NA,53.8,7,76.4,44.8275862068966,9.1,52398.8285185185,100,100,0,8.3,NA,312,156,156,274,12,NA,0,280,26,50,50,0,87.82051282051282,3.8461538461538463,8.333333333333332,89.74358974358975
"Richland School
District One","Mill Creek Elementary
School",4001047,925 Universal Drive,Columbia,SC,29209,PK-5,309,803-206-9567,https://www.richlandone.org/Domain/25,Eddie Whack,29,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,75.5,48.3,11.1,53396,NA,NA,0.3,14.9,NA,335,166,169,283,22,NA,0,296,30,49.55223880597015,50.44776119402985,0,84.4776119402985,6.567164179104477,8.955223880597014,88.35820895522389
"Richland School
District One",A.C. Moore Elementary,4001048,333 Etiwan Avenue,Columbia,SC,29205,PK-5,191,803-343-2910,acmoore.richlandone.org,LaQuana Aldridge,27,NA,2017,E,37.4,35.6,36.6,35.4,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.9,NA,NA,375,173,202,135,123,NA,NA,NA,117,46.13333333333333,53.86666666666666,NA,36,32.800000000000004,31.2,NA
"Richland School
District One",A.C. Moore Elementary,4001048,333 Etiwan Avenue,Columbia,SC,29205,PK-5,191,803-343-2910,acmoore.richlandone.org,LaQuana Aldridge,27,NA,2018,E,40.3,32.1,45.9,36.5,46.7,NA,31.1,7,86.7,50,21.1,53419,100,49,0.3,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One",A.C. Moore Elementary,4001048,333 Etiwan Avenue,Columbia,SC,29205,PK-5,191,803-343-2910,acmoore.richlandone.org,LaQuana Aldridge,27,NA,2019,E,47.8,26.8,46.4,33.3,58.2,NA,27.3,7,86.6,60.6,16.7,53165,100,45,1,7.7,NA,333,149,184,95,103,NA,0,212,135,44.74474474474475,55.25525525525525,0,28.52852852852853,30.930930930930934,40.54054054054054,63.66366366366366
"Richland School
District One",A.C. Moore Elementary,4001048,333 Etiwan Avenue,Columbia,SC,29205,PK-5,191,803-343-2910,acmoore.richlandone.org,LaQuana Aldridge,27,NA,2021,E,45.7,22.9,53.6,30.4,46.2,NA,38.5,7,84.8,62.962962962963,12.5,55460.2126086956,100,100,1.1,3.5,NA,185,94,91,57,82,NA,0,118,46,50.810810810810814,49.18918918918919,0,30.810810810810814,44.32432432432433,24.864864864864867,63.78378378378379
"Richland School
District One",A.C. Moore Elementary,4001048,333 Etiwan Avenue,Columbia,SC,29205,PK-5,191,803-343-2910,acmoore.richlandone.org,LaQuana Aldridge,27,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,86.8,61.5,13.3,56731,NA,NA,0.9,8.4,NA,262,123,139,90,111,NA,0,162,61,46.94656488549619,53.05343511450382,0,34.35114503816794,42.36641221374045,23.282442748091604,61.832061068702295
"Richland School
District One","Edward E. Taylor
Elementary School",4001053,200 McRae Street,Columbia,SC,29203,PK-5,224,803-343-2924,taylor@richlandone.org,Debbie R. Hunter,21,NA,2017,E,20,47,24.4,49.6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.4,NA,NA,311,147,164,304,4,NA,NA,NA,3,47.266881028938904,52.73311897106109,NA,97.7491961414791,1.2861736334405145,0.964630225080386,NA
"Richland School
District One","Edward E. Taylor
Elementary School",4001053,200 McRae Street,Columbia,SC,29203,PK-5,224,803-343-2924,taylor@richlandone.org,Debbie R. Hunter,21,NA,2018,E,25.7,36,27.2,37.5,28.3,NA,39.1,7,84.6,81.8,0,57303,100,100,0,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One","Edward E. Taylor
Elementary School",4001053,200 McRae Street,Columbia,SC,29203,PK-5,224,803-343-2924,taylor@richlandone.org,Debbie R. Hunter,21,NA,2019,E,29.8,43,25.6,45.5,25,NA,50,7,77.2,88.2,0,56771,100,100,0,21,NA,289,136,153,277,4,NA,0,278,8,47.05882352941176,52.94117647058824,0,95.8477508650519,1.384083044982699,2.768166089965398,96.19377162629758
"Richland School
District One","Edward E. Taylor
Elementary School",4001053,200 McRae Street,Columbia,SC,29203,PK-5,224,803-343-2924,taylor@richlandone.org,Debbie R. Hunter,21,NA,2021,E,23.8,47.6,4.3,61.7,24,NA,52,7,65.3,66.6666666666667,20,53081.1347368421,100,100,0,12.7,NA,219,105,114,198,5,NA,0,207,16,47.94520547945205,52.054794520547944,0,90.41095890410958,2.28310502283105,7.30593607305936,94.52054794520548
"Richland School
District One","Edward E. Taylor
Elementary School",4001053,200 McRae Street,Columbia,SC,29203,PK-5,224,803-343-2924,taylor@richlandone.org,Debbie R. Hunter,21,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,69.6,80,14.3,56860,NA,NA,0,20.9,NA,265,129,136,242,6,NA,0,253,17,48.679245283018865,51.320754716981135,0,91.32075471698113,2.2641509433962264,6.415094339622642,95.47169811320755
"Richland School
District One","Rosewood Elementary
School",4001054,3300 Rosewood Drive,Columbia,SC,29205,K-5,330,8033432930,www.richlandone.org/Domain/29,"Elizabeth P
Williams",28,NA,2017,E,66.80000000000001,14.7,62.2,15.2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1.2,NA,NA,410,208,202,96,290,NA,NA,NA,24,50.73170731707317,49.26829268292683,NA,23.414634146341466,70.73170731707317,5.853658536585367,NA
"Richland School
District One","Rosewood Elementary
School",4001054,3300 Rosewood Drive,Columbia,SC,29205,K-5,330,8033432930,www.richlandone.org/Domain/29,"Elizabeth P
Williams",28,NA,2018,E,74.1,9.5,70.9,12.7,71.1,NA,9.6,7,96.1,62.1,9.5,59059,100,56.99999999999999,0.3,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland School
District One","Rosewood Elementary
School",4001054,3300 Rosewood Drive,Columbia,SC,29205,K-5,330,8033432930,www.richlandone.org/Domain/29,"Elizabeth P
Williams",28,NA,2019,E,79.9,6.9,74.1,8.5,84.6,NA,9.6,7,93.5,69,4.8,59041,100,50,1,4.4,NA,394,195,199,76,274,NA,0,133,44,49.49238578680203,50.50761421319797,0,19.289340101522843,69.54314720812182,11.16751269035533,33.756345177664976
