district,district_alt,district_id,school,school_id,type,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special
Sumter Schools,Sumter 01,4301999,Chestnut Oaks Middle,4301044,M,1200 Oswego Road,Sumter,SC,29153,6-8,422,803-775-7272,coms.sumterschools.net,"Dr. Maggie J.
Wright",22,NA
"Union County
Schools",Union 01,4401999,Sims Middle School,4401004,M,2200 Whitmire Hwy.,Union,SC,29379,6-8,706,864-429-1755,unionsms.ss8.sharpschool.com,"Dr. LaTunya G.
Means",49,NA
"Union County
Schools",Union 01,4401999,"Union County High
School",4401005,H,"1163 Lakeside Drive,
Union, South Carolina,
United States of
America","Union, South
Carolina, 29379",SC,29379,9-12,1054,864-429-1750,http://unionuchs.ss8.sharpschool.com/,Kevin C. Farmer,49,NA
"Union County
Schools",Union 01,4401999,Buffalo Elementary School,4401007,E,733 Main Street,Buffalo,SC,29321,PK-5,515,864-427-1730,http://unionbes.ss8.sharpschool.com/,Stacy G. McAbee,38,NA
"Union County
Schools",Union 01,4401999,"Foster Park Elementary
School",4401012,E,901 Arthur Boulevard,Union,SC,29379,PK-5,485,864-429-1737,http://unionfes.ss8.sharpschool.com,"Dr. Fran M.
Adams",32,NA
"Union County
Schools",Union 01,4401999,"Jonesville Elementary
Middle School",4401014,E,"350 New Hope Church
Rd",Jonesville,SC,29353,PK-8,579,864-674-5518,http://unionjems.ss8.sharpschool.com/,Kathy Taylor,40,NA
"Union County
Schools",Union 01,4401999,"Monarch Elementary
School",4401017,E,"218 Monarch School
Drive",Union,SC,29379,PK-5,475,864-429-1733,http://unionmes.ss8.sharpschool.com/,Mickey Connolly,30,NA
"Williamsburg
County School
District",Williamsburg 01,4501999,Hemingway High School,4501006,H,402 South Main Street,Hemingway,SC,29554,9-12,239,843-558-9413,www.wcsd.k12.sc.us,"Dr. Tara L.
Richardson",17,NA
"Williamsburg
County School
District",Williamsburg 01,4501999,"Kingstree Middle Magnet
School Of The Arts",4501007,M,710 Third Avenue,Kingstree,SC,29556,6-8,422,843-355-1506,https://www.wcsd.k12.sc.us/Domain/8,"James A.
Carraway",21,NA
"Williamsburg
County School
District",Williamsburg 01,4501999,Kingstree High School,4501008,H,"616 Martin Luther
King, Ave.",Kingstree,SC,29556,9-12,535,843-355-6823,wcsd.k12.sc.us,Terrence Snider,31,NA
"Williamsburg
County School
District",Williamsburg 01,4501999,Ce Murray High School,4501012,H,222 CE Murray Blvd,Greeleyville,SC,29056,9-12,236,843-426-2121,6694 Sumter Highway,Gwendolyn Harris,13,NA
"Williamsburg
County School
District",Williamsburg 01,4501999,"Greeleyville Elementary
School",4501017,E,7 Varner Ave.,Greeleyville,SC,29056,PK-5,303,843-426-2116,https://www.wcsd.k12.sc.us/Domain/12,Berlinda N. Mack,15,NA
"Williamsburg
County School
District",Williamsburg 01,4501999,"Kenneth Gardner
Elementary School",4501021,E,1503 Woodland Drive,Kingstree,SC,29556,3-5,362,843-355-7233,https://www.wcsd.k12.sc.us/Domain/11,"Dr. Jennifer
Gardner Sabb",20,NA
"Williamsburg
County School
District",Williamsburg 01,4501999,"Hemingway Elementary
School",4501024,E,160 Baxley Road,"Hemingway, SC",SC,29554,PK-5,316,843-558-4444,"https://www.wcsd.k12.sc.us/domain/15
",Patricia Burch,18,NA
"Williamsburg
County School
District",Williamsburg 01,4501999,"Hemingway M.B. Lee
Middle School",4501025,M,400 South Main Street,Hemingway,SC,29554,6-8,176,843-558-2721,hms@wcsd.k12.sc.us,"Dr. Tara L.
Richardson",11,NA
"Williamsburg
County School
District",Williamsburg 01,4501999,Ce Murray Middle School,4501027,M,222 CE Murray Blvd,Greeleyville,SC,29056,6-8,187,843-426-2121,gharris@wcsd.k12.sc.us,Gwendolyn Harris,9,NA
"York School
District One",York 01,4601999,"York Comprehensive High
School",4601003,H,"275 East Alexander
Love Blvd",York,SC,29745,9-12,1500,803-684-2336,www.york.k12.sc.us/ych,Ryan Poston,84,NA
"York School
District One",York 01,4601999,Jefferson Elementary,4601008,E,1543 Chester Highway,York,SC,29745,PK-4,385,8036841942,https://www.york.k12.sc.us/jes,Mattie Hughes,34,NA
"York School
District One",York 01,4601999,York Middle School,4601044,M,1010 Devinney Road,York,SC,29745,7-8,749,803-684-5008,https://www.york.k12.sc.us/yms,Richard Ball,60,NA
"York School
District One",York 01,4601999,"Hickory Grove Sharon
Elementary",4601045,E,"4901 Hickory Grove
Rd",Hickory Grove,SC,29717,PK-6,378,803-925-2116,https://www.york.k12.sc.us/hgs,Rebecca Dover,28,NA
"York School
District One",York 01,4601999,Hunter Street Elementary,4601046,E,"1100 Hunter Street
",York,SC,29745,PK-4,435,803-684-1926,www.york.k12.sc.us/hss,Jane Wallace,34,NA
"York School
District One",York 01,4601999,Cotton Belt Elementary,4601047,E,1176 Black Highway,York,SC,29745,PK-4,367,803-684-1947,www.york.k12.sc.us/cbe,Jennifer Bolin,30,NA
"York School
District One",York 01,4601999,York Intermediate School,4601048,E,1280 Johnson Road,York,SC,29745,5-6,635,803-684-2311,www.york.k12.sc.us/yis,Keith McSwain,45,NA
"York School
District One",York 01,4601999,"Harold C. Johnson
Elementary",4601049,E,"400 East Jefferson
Street",York,SC,29745,PK-4,440,803-818-6040,www.york.k12.sc.us/hcj,Crystal Sandifer,29,NA
"Clover School
District (York 2)",York 02,4602999,Clover High School,4602010,H,1625 Highway 55 East,Clover,SC,29710,9-12,2521,803-810-8200,www.myblueeagles.com,Mr. Rod Ruth,166,NA
"Clover School
District (York 2)",York 02,4602999,Bethany Elementary,4602011,E,"337 Maynard Grayson
Road",Clover,SC,29710,PK-5,368,803-810-8800,https://www.clover.k12.sc.us/Domain/8,"Margaret T.
Guerin",30,NA
"Clover School
District (York 2)",York 02,4602999,Bethel Elementary School,4602012,E,6000 Hwy 55 East,Clover,SC,29710,PK-5,316,803-631-8300,https://www.clover.k12.sc.us/bethel,Shavon O'Brien,25,NA
"Clover School
District (York 2)",York 02,4602999,Clover Middle School,4602013,M,"1233 Soaring Eagles
Road",Clover,SC,29710,6-8,950,803-810-8300,www.clover.k12.sc.us/Domain/14,Calub Courtwright,70,NA
"Clover School
District (York 2)",York 02,4602999,Kinard Elementary School,4602014,E,201 Pressley Street,Clover,SC,29710,PK-5,408,803-810-8700,https://www.clover.k12.sc.us/Kinard,"George R. Smith
",39,NA
"Clover School
District (York 2)",York 02,4602999,Oakridge Middle School,4602016,M,5657 Oakridge Road,Clover,SC,29710,6-8,1045,803-631-8000,https://www.clover.k12.sc.us/Domain/15,Will Largen,67,NA
"Clover School
District (York 2)",York 02,4602999,Larne Elementary School,4602018,E,3598 Filbert Hwy,Clover,SC,29710,PK-5,494,7047184466,www.clover.k12.sc.us/Larne,Vickie L Stine,42,NA
"Clover School
District (York 2)",York 02,4602999,Griggs Road Elementary,4602047,E,100 Griggs Road,Clover,SC,29710,PK-5,507,803-631-8200,https://www.clover.k12.sc.us/Domain/11,"Nicole M.
Thompson",38,NA
"Clover School
District (York 2)",York 02,4602999,"Crowders Creek
Elementary",4602051,E,"5515 Charlotte
Highway",Clover,SC,29710,PK-5,1023,803-810-8500,http://www.clover.k12.sc.us/domain/,"Dr. Kershena A.
Dickey",68,NA
"Clover School
District (York 2)",York 02,4602999,"Oakridge Elementary
School",4602052,E,5670 Oakridge Rd.,Clover,SC,29710,PK-5,740,803-631-8400,"https://www.clover.k12.sc.us/Domain/2435
",Lori Maczko,46,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Castle Heights Middle
School",4603015,M,2382 Firetower Road,Rock Hill,SC,29732,6-8,739,803-981-1400,http://ch.rock-hill.k12.sc.us,Cynthia Robinson,55,NA
"Rock Hill School
District (York 3)",York 03,4603999,Northwestern High School,4603016,H,2503 W. Main St.,Rock Hill,SC,29710,9-12,1738,8039811200,https://www.rock-hill.k12.sc.us/Page/55,"Hezekiah Massey
III",105,NA
"Rock Hill School
District (York 3)",York 03,4603999,Rock Hill High,4603017,H,"320 West Springdale
Road",Rock Hill,SC,29730,9-12,1885,803-981-1300,https://www.rock-hill.k12.sc.us/Domain/32,"Arthur ""Ozzie"" Ahl
II",115,NA
"Rock Hill School
District (York 3)",York 03,4603999,Sullivan Middle School,4603018,M,1825 Eden Terrace,Rock Hill,SC,29730,6-8,944,8039811450,https://www.rock-hill.k12.sc.us/Domain/29,Dr. Juan Roldan,72,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Rawlinson Road Middle
School",4603019,M,2631 West Main St.,Rock Hill,SC,29732,6-8,556,803-981-1500,https://www.rock-hill.k12.sc.us/Domain/27,Heather Andrus,44,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Belleview Elementary
School",4603020,E,501 Belleview Road,Rock Hill,SC,29730,PK-5,421,8039811181,https://www.rock-hill.k12.sc.us/Belleview,Kevin A. Hood,39,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Ebenezer Avenue
Elementary",4603022,E,242 Ebenezer Avenue,Rock Hill,SC,29730,PK-5,415,803-981-1435,https://www.rock-hill.k12.sc.us/Domain/10,Sheleea Leonard,34,NA
"Rock Hill School
District (York 3)",York 03,4603999,Ebinport Elementary,4603023,E,2142 India Hook Rd.,Rock Hill,SC,29732,PK-5,337,803.981.1550,https://www.rock-hill.k12.sc.us/ebinport,"Rhonda Kelsey,
Ed. D.",30,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Finley Road Elementary
School",4603026,E,1089 Finley Road,Rock Hill,SC,29732,PK-5,321,803-981-1280,https://www.rock-hill.k12.sc.us/Domain/12,"J. Patrick
Robinson",29,NA
"Rock Hill School
District (York 3)",York 03,4603999,Lesslie Elementary School,4603027,E,250 Neely Store Road,Rock Hill,SC,29730,K-5,347,803-981-1910,https://www.rock-hill.k12.sc.us/Domain/15,Jean Dickson,30,NA
"Rock Hill School
District (York 3)",York 03,4603999,Northside Elementary,4603029,E,840 Annafrel Street,Rock Hill,SC,29732,PK-5,436,803-981-1570,https://www.rock-hill.k12.sc.us/Domain/18,Lesley Rouse,38,NA
"Rock Hill School
District (York 3)",York 03,4603999,Oakdale Steam Elementary,4603030,E,1129 Oakdale Road,Rock Hill,SC,29730,PK-5,490,803-981-1585,https://www.rock-hill.k12.sc.us/oakdale,Denise Khaalid,37,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Richmond Drive
Elementary",4603031,E,1162 Richmond Dr,ROCK HILL,SC,29732,PK-5,387,803-981-1930,https://www.rock-hill.k12.sc.us/Domain/21,Janice Hyatt,29,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Rosewood Elementary
School",4603032,E,2240 Rosewood Dr,Rock Hill,SC,29732,PK-5,415,803-981-1540,https://www.rock-hill.k12.sc.us/rosewood,"Deborah
Greenwood",33,NA
"Rock Hill School
District (York 3)",York 03,4603999,Sunset Park,4603033,E,1036 Ogden Road,Rock Hill,SC,29730,K-5,411,803-981-1260,https://www.rock-hill.k12.sc.us/Domain/23,"Dr. Nakia H.
Barnes",29,NA
"Rock Hill School
District (York 3)",York 03,4603999,"York Road Elementary
School",4603035,E,2254 West Main Street,Rock Hill,SC,29732,PK-5,392,803-981-1950,https://www.rock-hill.k12.sc.us/yorkroad,Crystal F. Guyton,29,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Independence Elementary
School",4603036,E,"132 West Springdale
Road",Rock Hill,SC,29730,K-5,467,803-981-1135,https://www.rock-hill.k12.sc.us/Domain/13,Kimberly C. Odom,32,NA
"Rock Hill School
District (York 3)",York 03,4603999,Mt. Gallant Elementary,4603037,E,4664 Mt. Gallant Road,Rock Hill,SC,29732,K-5,432,803-981-1360,https://www.rock-hill.k12.sc.us/Domain/16,Jacob Moree,28,NA
"Rock Hill School
District (York 3)",York 03,4603999,Saluda Trail Middle School,4603038,M,2300 Saluda Road,Rock Hill,SC,29730,6-8,859,803-981-1800,"https://www.rock-hill.k12.sc.us/Domain/28
","Dr. Jamie
Ledsinger",59,NA
"Rock Hill School
District (York 3)",York 03,4603999,"India Hook Elementary
School",4603039,E,2068 Yukon Drive,Rock Hill,SC,29732,K-5,549,803-985-1600,https://www.rock-hill.k12.sc.us/Domain/14,"Christopher
Roorda",38,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Old Pointe Elementary
School",4603040,E,"380 Old Pointe School
Rd.","Rock Hill, South
Carolina",SC,29732,PK-5,456,803-980-2040,https://www.rock-hill.k12.sc.us/Domain/20,"Bianca
Chivers-White",36,NA
"Rock Hill School
District (York 3)",York 03,4603999,South Pointe High School,4603041,H,"801 Neely Road Rock
Hill SC 29730","801 Neely Road
Rock Hill, SC
29730",SC,29730,9-12,1337,803 980 2100,https://www.rock-hill.k12.sc.us/sphs,"Dr. Marty S.
Conner, Sr.",92,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Dutchman Creek Middle
School",4603042,M,4757 Mt Gallant Road,Rock Hill,SC,29732,6-8,945,803-985-1700,www.rock-hill.k12.sc.us/dcms,Clayton Moton,55,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Mount Holly Elementary
School",4603043,E,1800 Porter Road,Rock Hill,SC,29730,K-5,395,803-985-1650,https://www.rock-hill.k12.sc.us/Domain/17,"Jacqueline G.
Jones",33,NA
"Rock Hill School
District (York 3)",York 03,4603999,"Cherry Park Elementary
School Of Language
Immersion",4603044,E,"Cherry Park
Elementary School of
Language
Immersion
1835
Eden Terrace",Rock Hill,SC,29730,K-5,741,8039852255,https://www.rock-hill.k12.sc.us/Domain/2265,Patrick Maness,43,NA
"Rock Hill School
District (York 3)",York 03,4603999,The Palmetto School,4603602,E,505 University Drive,Rock Hill,SC,29730,K-8,35,(803) 328-6555,www.thepalmettoschool.org,"Chantell
Tarver-Berry",6,charter
"Fort Mill School
District - York 4",York 04,4604999,Fort Mill High School,4604036,H,"215 N. Highway 21
BYP",Fort Mill,SC,29715,9-12,1995,803-548-1900,https://fmhs.fortmillschools.org/,Gales Scroggs,123,NA
"Fort Mill School
District - York 4",York 04,4604999,Fort Mill Middle School,4604037,M,"200 Springfield
Parkway",Fort Mill,SC,29715,6-8,853,803-547-5553,https://fmms.fortmillschools.org/,Maurice Murphy,56,NA
"Fort Mill School
District - York 4",York 04,4604999,"Riverview Elementary
School",4604042,E,1300 Spratt St.,Fort Mill,SC,29715,PK-5,582,803-548-4677,https://rves.fortmillschools.org/,Annette Chinchilla,55,NA
"Fort Mill School
District - York 4",York 04,4604999,Fort Mill Elementary School,4604043,E,"192 Springfield
Parkway",Fort Mill,SC,29715,PK-5,755,803-547-7546,fmes.fortmillschools.org,Jad Griffin,58,NA
"Fort Mill School
District - York 4",York 04,4604999,"Gold Hill Elementary
School",4604048,E,"1000 Dave Gibson
Blvd.",Tega Cay,SC,29708,K-5,839,803-548-8250,https://ghes.fortmillschools.org/,Josh Burris,58,NA
"Fort Mill School
District - York 4",York 04,4604999,Gold Hill Middle School,4604049,M,"1025 Dave Gibson
Blvd.",Fort Mill,SC,29708,6-8,802,803-548-8300,https://ghms.fortmillschools.org/,Richard Eppes,61,NA
"Fort Mill School
District - York 4",York 04,4604999,Orchard Park Elementary,4604051,E,"474 Third Baxter
Street",Fort Mill,SC,29708,K-5,579,803-548-8170,https://opes.fortmillschools.org/,Matthew Johnson,48,NA
"Fort Mill School
District - York 4",York 04,4604999,"Springfield Elementary
School",4604052,E,"1691 Springfield
Parkway",Fort Mill,SC,29715,K-5,782,803-548-8150,https://sfes.fortmillschools.org/,Adam Fantone,63,NA
"Fort Mill School
District - York 4",York 04,4604999,Springfield Middle School,4604053,M,"1711 Springfield
Parkway",Fort Mill,SC,29715,6-8,667,803-548-8199,https://sfms.fortmillschools.org/,Keith Griffin,52,NA
"Fort Mill School
District - York 4",York 04,4604999,Nation Ford High School,4604054,H,"1400 A. O. Jones
Boulevard",Fort Mill,SC,29715,9-12,1733,803-835-0000,"https://nfhs.fortmillschools.org/
",Jason B. Johns,122,NA
"Fort Mill School
District - York 4",York 04,4604999,"Pleasant Knoll Elementary
School",4604055,E,2346 Pleasant Road,Fort Mill,SC,29708,K-5,839,803-835-0090,https://pkes.fortmillschools.org/,Chad M. Allen,64,NA
"Fort Mill School
District - York 4",York 04,4604999,Sugar Creek Elementary,4604056,E,"1599 Farm House
Drive",Fort Mill,SC,29715,PK-5,759,803-835-0150,http://fortmillsces.ss11.sharpschool.com/,Michelle Gritz,66,NA
"Fort Mill School
District - York 4",York 04,4604999,Banks Trail Middle School,4604057,M,1640 Banks Road,Fort Mill,SC,29715,6-8,884,8035782990,http://fortmillbtms.ss11.sharpschool.com/,Marc Pyrc,62,NA
"Fort Mill School
District - York 4",York 04,4604999,Tega Cay Elementary,4604058,E,2185 Gold Hill Road,Tega Cay,SC,29708,K-5,711,803-548-8282,https://tces.fortmillschools.org/,Brigitte A. Wagner,54,NA
"Fort Mill School
District - York 4",York 04,4604999,"Doby's Bridge Elementary
School",4604059,E,1000 Dragon Way,Fort Mill,SC,29715,K-5,653,803-835-5200,https://dbes.fortmillschools.org/,Amanda Kubbs,45,NA
"Fort Mill School
District - York 4",York 04,4604999,"Pleasant Knoll Middle
School",4604060,M,2320 Pleasant Road,Fort Mill,SC,29708,6-8,888,803-835-3770,https://pkms.fortmillschools.org/,Cori Hustedt,66,NA
"Fort Mill School
District - York 4",York 04,4604999,"Catawba Ridge High
School",4604061,H,1180 Fort Mill Pkwy,Fort Mill,SC,29715,9-12,1264,8038355212,crhs.fortmillschools.org,Darren Wilson,80,NA
"Fort Mill School
District - York 4",York 04,4604999,"River Trail Elementary
School",4604062,E,1016 Fort Mill Parkway,Fort Mill,SC,29715,K-5,581,803-835-7555,https://rtes.fortmillschools.org/,Savannah Steger,44,NA
"Fort Mill School
District - York 4",York 04,4604999,"Kings Town Elementary
School",4604063,E,"1774 Masons Bend
Drive",Fort Mill,SC,29708,K-5,717,803-396-3400,https://ktes.fortmillschools.org/,"Jocelyn Reynolds
Young",50,NA
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,"Spartanburg Preparatory
School",4701006,E,"385 South Spring
Street

false",Spartanburg,SC,29306,K-8,577,864-621-3882,https://www.spartanburgprep.org/,Tomikia Whitmire,46,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,"Palmetto Scholars
Academy",4701010,H,7499 Dorchester Road,North Charleston,SC,29418,6-12,516,843-300-4118,www.psaschool.org,"Corrigan
Rutherford",30,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,York Preparatory Academy,4701011,E,1047 Golden Gate Ct.,Rock Hill,SC,29732,K-12,1667,8033244400,yorkprepsc.org,Brian Myrup,100,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,East Point Academy,4701013,E,"1043 Chris Drive
",West Columbia,SC,29169,PK-8,697,8039265180,Eastpointsc.org,"Mark A. Bounds
(Head of School)",55,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,SC Whitmore School,4701014,H,"501 Commerce Drive
NE",Columbia,SC,29223,9-12,455,8037688306,https://www.scwhitmoreschool.org/,John Loveday,14,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,Youth Leadership Academy,4701017,M,"698 Concord Church
Rd",Pickens,SC,29671,6-8,195,8648984511,www.YLAofSC.com,"Sandra

Blankenship",12,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,"Cape Romain
Environmental Education
Charter School",4701019,E,"1011 Old Cemetery
Road",McClellanville,SC,29458,PK-8,207,8438873323,www.creecs.org,Margaret Crouch,16,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,Fox Creek High School,4701020,H,165 Shortcut Rd.,North Augusta,SC,29860,9-12,726,(803) 613-9435,www.foxcreekhighschool.org,A. Josh Trahan,40,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,Midlands Middle College,4701021,H,1260 Lexington Drive,West Columbia,SC,29170,11-12,89,803-822-7043,www.midlandsmiddlecollege.com,Courtney Girolamo,7,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,Green Charter School,4701026,E,1440 Pelham Rd.,Greenville,SC,29615,PK-12,975,864-288-4134,www.scgreencharter.org,Adem Dokmeci,73,charter
"South Carolina
Public Charter
School District","SC Public Charter School District
",4701999,Bridges Preparatory School,4701027,E,"555 Robert Smalls
Pkwy",Beaufort,SC,29906,K-12,1064,(843) 982-7737,bridgesprep.org,Gary McCulloch,72,charter
