district_x,school_x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district_y,school_y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,lat,lon
Spartanburg County School District Six,Arcadia Elementary,4206057,E,375 Spring Street,Spartanburg,SC,29301,PK-5,627,864-576-1371,https://aes.spart6.org/,Jay Seegars,53.0,2018,Spartanburg School District Six,Arcadia Elementary School,E,14.2,36.0,29.9,26.9,17.2,,51.6,,,,,,,,,,34.964107141727304,-81.9895043797162
Spartanburg County School District Six,Arcadia Elementary,4206057,E,375 Spring Street,Spartanburg,SC,29301,PK-5,627,864-576-1371,https://aes.spart6.org/,Jay Seegars,53.0,2019,Spartanburg School District Six,Arcadia Elementary,E,26.0,37.0,34.2,25.6,29.3,,35.4,746.0,327.0,419.0,165.0,132.0,,0.0,617.0,449.0,34.964107141727304,-81.9895043797162
Spartanburg County School District Six,Arcadia Elementary,4206057,E,375 Spring Street,Spartanburg,SC,29301,PK-5,627,864-576-1371,https://aes.spart6.org/,Jay Seegars,53.0,2021,Spartanburg County School District Six,Arcadia Elementary,E,18.1,55.3,21.4,44.4,12.5,,60.7,648.0,301.0,347.0,128.0,117.0,,0.0,519.0,403.0,34.964107141727304,-81.9895043797162
Spartanburg County School District Six,Fairforest Elementary School,4206058,E,1005 Mt Zion Road,Spartanburg,SC,29303,PK-5,714,864-439-5000,https://fes.spart6.org/,Kerrie Kish,48.0,2017,Spartanburg School District Six,Fairforest Elementary School,E,36.9,28.7,40.6,22.6,,,,758.0,375.0,383.0,157.0,370.0,,,,231.0,34.9817666,-82.0617875490904
Spartanburg County School District Six,Fairforest Elementary School,4206058,E,1005 Mt Zion Road,Spartanburg,SC,29303,PK-5,714,864-439-5000,https://fes.spart6.org/,Kerrie Kish,48.0,2018,Spartanburg School District Six,Fairforest Elementary School,E,40.7,21.5,43.3,26.1,39.8,,21.1,,,,,,,,,,34.9817666,-82.0617875490904
Spartanburg County School District Six,Fairforest Elementary School,4206058,E,1005 Mt Zion Road,Spartanburg,SC,29303,PK-5,714,864-439-5000,https://fes.spart6.org/,Kerrie Kish,48.0,2019,Spartanburg School District Six,Fairforest Elementary School,E,46.0,24.7,46.3,22.6,56.5,,26.1,804.0,394.0,410.0,140.0,422.0,,0.0,595.0,242.0,34.9817666,-82.0617875490904
Spartanburg County School District Six,Fairforest Elementary School,4206058,E,1005 Mt Zion Road,Spartanburg,SC,29303,PK-5,714,864-439-5000,https://fes.spart6.org/,Kerrie Kish,48.0,2021,Spartanburg County School District Six,Fairforest Elementary School,E,33.0,31.7,33.5,38.0,33.3,,40.6,722.0,354.0,368.0,134.0,348.0,,0.0,514.0,240.0,34.9817666,-82.0617875490904
Spartanburg County School District Six,R.P. Dawkins Middle School,4206060,M,1300 E Blackstock Rd,Moore,SC,29369,6-8,938,864-576-8088,dms.spart6.org,Justin Funderburk,61.0,2017,Spartanburg School District Six,R.P. Dawkins Middle School,M,40.7,26.3,40.2,24.3,48.5,26.9,,834.0,384.0,450.0,351.0,346.0,,,,137.0,34.90223505,-81.97532359958471
Spartanburg County School District Six,R.P. Dawkins Middle School,4206060,M,1300 E Blackstock Rd,Moore,SC,29369,6-8,938,864-576-8088,dms.spart6.org,Justin Funderburk,61.0,2018,Spartanburg School District Six,R.P. Dawkins Middle School,M,44.3,22.0,43.8,26.1,48.7,,31.0,,,,,,,,,,34.90223505,-81.97532359958471
Spartanburg County School District Six,R.P. Dawkins Middle School,4206060,M,1300 E Blackstock Rd,Moore,SC,29369,6-8,938,864-576-8088,dms.spart6.org,Justin Funderburk,61.0,2019,Spartanburg School District Six,R.P. Dawkins Middle School,M,45.1,22.7,41.9,27.9,44.9,,35.7,951.0,458.0,493.0,394.0,350.0,,0.0,566.0,207.0,34.90223505,-81.97532359958471
Spartanburg County School District Six,R.P. Dawkins Middle School,4206060,M,1300 E Blackstock Rd,Moore,SC,29369,6-8,938,864-576-8088,dms.spart6.org,Justin Funderburk,61.0,2021,Spartanburg County School District Six,R.P. Dawkins Middle School,M,44.9,25.5,38.8,33.3,39.3,,40.6,959.0,480.0,479.0,415.0,322.0,,0.0,590.0,222.0,34.90223505,-81.97532359958471
Spartanburg County School District Six,Lone Oak Elementary School,4206061,E,7314 Lone Oak Road,Spartanburg,SC,29303,K-5,305,8645039088,https://loes.spart6.org/,Keith Burton,26.0,2017,Spartanburg School District Six,Lone Oak Elementary School,E,19.5,50.9,20.2,47.2,,,,340.0,166.0,174.0,96.0,60.0,,,,184.0,34.9892009,-81.97184005310177
Spartanburg County School District Six,Lone Oak Elementary School,4206061,E,7314 Lone Oak Road,Spartanburg,SC,29303,K-5,305,8645039088,https://loes.spart6.org/,Keith Burton,26.0,2018,Spartanburg School District Six,Lone Oak Elementary School,E,21.5,48.3,24.4,46.5,36.7,,30.6,,,,,,,,,,34.9892009,-81.97184005310177
Spartanburg County School District Six,Lone Oak Elementary School,4206061,E,7314 Lone Oak Road,Spartanburg,SC,29303,K-5,305,8645039088,https://loes.spart6.org/,Keith Burton,26.0,2019,Spartanburg School District Six,Lone Oak Elementary School,E,34.7,37.1,41.3,32.3,35.0,,35.0,327.0,163.0,164.0,67.0,45.0,,0.0,290.0,215.0,34.9892009,-81.97184005310177
Spartanburg County School District Six,Lone Oak Elementary School,4206061,E,7314 Lone Oak Road,Spartanburg,SC,29303,K-5,305,8645039088,https://loes.spart6.org/,Keith Burton,26.0,2021,Spartanburg County School District Six,Lone Oak Elementary School,E,25.8,43.8,27.0,39.7,17.9,,48.7,295.0,157.0,138.0,50.0,42.0,,0.0,249.0,203.0,34.9892009,-81.97184005310177
Spartanburg County School District Six,Pauline-Glenn Springs Elementary School,4206062,E,2957 Highway 56,Pauline,SC,29374,PK-5,433,864-583-1868,https://pgs.spart6.org/,Jennifer Million,30.0,2017,Spartanburg School District Six,Pauline-Glenn Springs Elementary School,E,40.4,23.3,50.2,19.7,,,,464.0,223.0,241.0,25.0,394.0,,,,45.0,34.83213515,-81.86987457487416
Spartanburg County School District Six,Pauline-Glenn Springs Elementary School,4206062,E,2957 Highway 56,Pauline,SC,29374,PK-5,433,864-583-1868,https://pgs.spart6.org/,Jennifer Million,30.0,2018,Spartanburg School District Six,Pauline-Glenn Springs Elementary School,E,50.4,14.7,54.0,17.9,41.7,,25.0,,,,,,,,,,34.83213515,-81.86987457487416
Spartanburg County School District Six,Pauline-Glenn Springs Elementary School,4206062,E,2957 Highway 56,Pauline,SC,29374,PK-5,433,864-583-1868,https://pgs.spart6.org/,Jennifer Million,30.0,2019,Spartanburg School District Six,Pauline-Glenn Springs Elementary School,E,55.6,16.4,50.0,20.3,50.6,,18.5,436.0,217.0,219.0,14.0,370.0,,0.0,205.0,52.0,34.83213515,-81.86987457487416
Spartanburg County School District Six,Pauline-Glenn Springs Elementary School,4206062,E,2957 Highway 56,Pauline,SC,29374,PK-5,433,864-583-1868,https://pgs.spart6.org/,Jennifer Million,30.0,2021,Spartanburg County School District Six,Pauline-Glenn Springs Elementary School,E,60.0,13.5,50.5,16.5,62.1,,22.4,449.0,209.0,240.0,24.0,369.0,,0.0,211.0,56.0,34.83213515,-81.86987457487416
Spartanburg County School District Six,Jesse S. Bobo Elementary School,4206065,E,495 Powell Mill Road,Spartanburg,SC,29301,PK-5,396,864-576-2085,www.spart6.org,Catherine Pogue,33.0,2017,Spartanburg School District Six,Jesse S. Bobo Elementary School,E,15.9,48.1,21.5,43.5,,,,507.0,274.0,233.0,328.0,78.0,,,,101.0,34.9475314,-81.98131431784586
Spartanburg County School District Six,Jesse S. Bobo Elementary School,4206065,E,495 Powell Mill Road,Spartanburg,SC,29301,PK-5,396,864-576-2085,www.spart6.org,Catherine Pogue,33.0,2018,Spartanburg School District Six,Jesse S. Bobo Elementary School,E,23.1,39.9,28.4,40.4,19.4,,45.2,,,,,,,,,,34.9475314,-81.98131431784586
Spartanburg County School District Six,Jesse S. Bobo Elementary School,4206065,E,495 Powell Mill Road,Spartanburg,SC,29301,PK-5,396,864-576-2085,www.spart6.org,Catherine Pogue,33.0,2019,Spartanburg School District Six,Jesse S. Bobo Elementary School,E,29.0,34.0,24.7,34.6,33.3,,33.3,441.0,229.0,212.0,245.0,71.0,,0.0,387.0,125.0,34.9475314,-81.98131431784586
Spartanburg County School District Six,Jesse S. Bobo Elementary School,4206065,E,495 Powell Mill Road,Spartanburg,SC,29301,PK-5,396,864-576-2085,www.spart6.org,Catherine Pogue,33.0,2021,Spartanburg County School District Six,Jesse S. Bobo Elementary School,E,18.7,51.1,14.3,57.1,26.5,,63.3,411.0,215.0,196.0,229.0,62.0,,0.0,359.0,120.0,34.9475314,-81.98131431784586
Spartanburg County School District Six,West View Elementary School,4206066,E,400 Oak Grove Road ,Spartanburg,SC,29301,PK-5,647,864-576-1833,https://wves.spart6.org/,Amy Faulkner,54.0,2017,Spartanburg School District Six,West View Elementary School,E,46.3,25.6,49.1,25.8,,,,800.0,383.0,417.0,330.0,308.0,,,,162.0,34.92623945,-82.00274010414921
Spartanburg County School District Six,West View Elementary School,4206066,E,400 Oak Grove Road ,Spartanburg,SC,29301,PK-5,647,864-576-1833,https://wves.spart6.org/,Amy Faulkner,54.0,2018,Spartanburg School District Six,West View Elementary School,E,43.8,20.4,44.3,27.3,56.3,,18.8,,,,,,,,,,34.92623945,-82.00274010414921
Spartanburg County School District Six,West View Elementary School,4206066,E,400 Oak Grove Road ,Spartanburg,SC,29301,PK-5,647,864-576-1833,https://wves.spart6.org/,Amy Faulkner,54.0,2019,Spartanburg School District Six,West View Elementary School,E,47.0,25.1,39.8,33.1,50.4,,26.4,779.0,385.0,394.0,291.0,262.0,,0.0,525.0,226.0,34.92623945,-82.00274010414921
Spartanburg County School District Six,West View Elementary School,4206066,E,400 Oak Grove Road ,Spartanburg,SC,29301,PK-5,647,864-576-1833,https://wves.spart6.org/,Amy Faulkner,54.0,2021,Spartanburg County School District Six,West View Elementary School,E,43.3,31.9,41.2,35.1,46.0,,28.7,643.0,324.0,319.0,241.0,205.0,,0.0,436.0,197.0,34.92623945,-82.00274010414921
Spartanburg County School District Six,Woodland Heights Elementary School,4206067,E,1216 John B. White Sr. Blvd.,Spartanburg,SC,29306,PK-5,363,864-576-0506,https://whes.spart6.org,Mrs. Julie Brown,30.0,2017,Spartanburg School District Six,Woodland Heights Elementary,E,29.0,30.6,38.3,29.0,,,,416.0,201.0,215.0,279.0,80.0,,,,57.0,34.929782200000005,-81.96376844146923
Spartanburg County School District Six,Woodland Heights Elementary School,4206067,E,1216 John B. White Sr. Blvd.,Spartanburg,SC,29306,PK-5,363,864-576-0506,https://whes.spart6.org,Mrs. Julie Brown,30.0,2018,Spartanburg School District Six,Woodland Heights Elementary,E,38.8,29.5,46.4,17.5,42.6,,19.7,,,,,,,,,,34.929782200000005,-81.96376844146923
Spartanburg County School District Six,Woodland Heights Elementary School,4206067,E,1216 John B. White Sr. Blvd.,Spartanburg,SC,29306,PK-5,363,864-576-0506,https://whes.spart6.org,Mrs. Julie Brown,30.0,2019,Spartanburg School District Six,Woodland Heights Elementary,E,44.7,23.5,50.3,24.0,30.6,,43.5,401.0,203.0,198.0,233.0,82.0,,0.0,337.0,86.0,34.929782200000005,-81.96376844146923
Spartanburg County School District Six,Woodland Heights Elementary School,4206067,E,1216 John B. White Sr. Blvd.,Spartanburg,SC,29306,PK-5,363,864-576-0506,https://whes.spart6.org,Mrs. Julie Brown,30.0,2021,Spartanburg County School District Six,Woodland Heights Elementary School,E,23.3,38.0,30.4,35.2,14.3,,45.2,386.0,177.0,209.0,220.0,76.0,,0.0,329.0,90.0,34.929782200000005,-81.96376844146923
Spartanburg County School District Six,Roebuck Elementary School,4206086,E,2401 East Blackstock Road,Roebuck,SC,29376,PK-5,800,864-576-6151,https://res.spart6.org/,Dr. Jennifer H. Faulkner,58.0,2017,Spartanburg School District Six,Roebuck Elementary School,E,23.9,40.8,32.6,37.6,,,,794.0,390.0,404.0,281.0,438.0,,,,75.0,34.872083,-81.959662
Spartanburg County School District Six,Roebuck Elementary School,4206086,E,2401 East Blackstock Road,Roebuck,SC,29376,PK-5,800,864-576-6151,https://res.spart6.org/,Dr. Jennifer H. Faulkner,58.0,2018,Spartanburg School District Six,Roebuck Elementary School,E,34.7,32.1,39.3,32.4,35.9,,34.4,,,,,,,,,,34.872083,-81.959662
Spartanburg County School District Six,Roebuck Elementary School,4206086,E,2401 East Blackstock Road,Roebuck,SC,29376,PK-5,800,864-576-6151,https://res.spart6.org/,Dr. Jennifer H. Faulkner,58.0,2019,Spartanburg School District Six,Roebuck Elementary School,E,37.3,30.8,40.8,29.8,48.0,,18.9,835.0,409.0,426.0,262.0,413.0,,0.0,600.0,160.0,34.872083,-81.959662
Spartanburg County School District Six,Roebuck Elementary School,4206086,E,2401 East Blackstock Road,Roebuck,SC,29376,PK-5,800,864-576-6151,https://res.spart6.org/,Dr. Jennifer H. Faulkner,58.0,2021,Spartanburg County School District Six,Roebuck Elementary School,E,37.5,33.7,40.7,33.1,40.0,,33.9,793.0,399.0,394.0,229.0,387.0,,0.0,579.0,177.0,34.872083,-81.959662
Spartanburg County School District Six,Anderson Mill Elementary School,4206088,E,1845 Old Georgia Road,Moore,SC,29369,PK-5,574,864-576-6539,spart6.org,Rebecca K. Foster,46.0,2017,Spartanburg School District Six,Anderson Mill Elementary,E,41.0,25.8,44.3,23.8,,,,713.0,345.0,368.0,226.0,405.0,,,,82.0,no_result,no_result
Spartanburg County School District Six,Anderson Mill Elementary School,4206088,E,1845 Old Georgia Road,Moore,SC,29369,PK-5,574,864-576-6539,spart6.org,Rebecca K. Foster,46.0,2018,Spartanburg School District Six,Anderson Mill Elementary,E,42.2,24.1,50.4,21.9,55.9,,20.7,,,,,,,,,,no_result,no_result
Spartanburg County School District Six,Anderson Mill Elementary School,4206088,E,1845 Old Georgia Road,Moore,SC,29369,PK-5,574,864-576-6539,spart6.org,Rebecca K. Foster,46.0,2019,Spartanburg School District Six,Anderson Mill Elementary School,E,57.9,20.6,59.4,17.0,59.0,,17.9,647.0,296.0,351.0,181.0,348.0,,0.0,358.0,118.0,no_result,no_result
Spartanburg County School District Six,Anderson Mill Elementary School,4206088,E,1845 Old Georgia Road,Moore,SC,29369,PK-5,574,864-576-6539,spart6.org,Rebecca K. Foster,46.0,2021,Spartanburg County School District Six,Anderson Mill Elementary School,E,48.5,19.1,53.8,19.3,55.7,,19.0,581.0,274.0,307.0,155.0,308.0,,0.0,323.0,118.0,no_result,no_result
Spartanburg School District Seven,Carver Middle School,4207068,M,467 South Church Street,Spartanburg,SC,29306,6-8,625,864-594-4435,spartanburgschooldistrict7.org ,Nicole Thompson,51.0,2017,Spartanburg School District Seven,Carver Middle School,M,18.4,41.3,10.2,53.5,28.700000000000003,40.6,,551.0,267.0,284.0,430.0,50.0,,,,71.0,34.93958977342626,-81.92792359779584
Spartanburg School District Seven,Carver Middle School,4207068,M,467 South Church Street,Spartanburg,SC,29306,6-8,625,864-594-4435,spartanburgschooldistrict7.org ,Nicole Thompson,51.0,2018,Spartanburg School District Seven,Carver Middle School,M,20.4,44.3,13.4,56.5,26.0,,47.6,,,,,,,,,,34.93958977342626,-81.92792359779584
Spartanburg School District Seven,Carver Middle School,4207068,M,467 South Church Street,Spartanburg,SC,29306,6-8,625,864-594-4435,spartanburgschooldistrict7.org ,Nicole Thompson,51.0,2019,Spartanburg School District Seven,Carver Middle School,M,20.1,44.7,14.0,54.8,19.2,,53.9,622.0,296.0,326.0,447.0,62.0,,0.0,572.0,113.0,34.93958977342626,-81.92792359779584
Spartanburg School District Seven,Carver Middle School,4207068,M,467 South Church Street,Spartanburg,SC,29306,6-8,625,864-594-4435,spartanburgschooldistrict7.org ,Nicole Thompson,51.0,2021,Spartanburg School District Seven,Carver Middle School,M,20.8,45.4,14.5,55.9,21.0,,53.9,617.0,300.0,317.0,440.0,46.0,,0.0,580.0,131.0,34.93958977342626,-81.92792359779584
Spartanburg School District Seven,Jg Mccracken Middle School,4207071,M,50 Emory Road,Spartanburg,SC,29307,6-8,815,864-594-4457,mccracken.spartanburg7.org,Margaret Peach,61.0,2017,Spartanburg School District Seven,J. G. McCracken Middle School,M,54.1,15.7,52.2,17.4,61.0,16.4,,713.0,312.0,401.0,220.0,434.0,,,,59.0,34.95624695,-81.89736327654045
Spartanburg School District Seven,Jg Mccracken Middle School,4207071,M,50 Emory Road,Spartanburg,SC,29307,6-8,815,864-594-4457,mccracken.spartanburg7.org,Margaret Peach,61.0,2018,Spartanburg School District Seven,Mccracken Middle School,M,51.3,18.0,48.6,19.3,55.9,,20.3,,,,,,,,,,34.95624695,-81.89736327654045
Spartanburg School District Seven,Jg Mccracken Middle School,4207071,M,50 Emory Road,Spartanburg,SC,29307,6-8,815,864-594-4457,mccracken.spartanburg7.org,Margaret Peach,61.0,2019,Spartanburg School District Seven,J.G. Mccracken Middle School,M,50.3,22.8,41.3,25.2,51.6,,21.9,751.0,354.0,397.0,255.0,416.0,,0.0,393.0,80.0,34.95624695,-81.89736327654045
Spartanburg School District Seven,Jg Mccracken Middle School,4207071,M,50 Emory Road,Spartanburg,SC,29307,6-8,815,864-594-4457,mccracken.spartanburg7.org,Margaret Peach,61.0,2021,Spartanburg School District Seven,Jg Mccracken Middle School,M,50.6,23.7,42.2,26.6,49.0,,30.3,810.0,412.0,398.0,302.0,399.0,,0.0,451.0,109.0,34.95624695,-81.89736327654045
Spartanburg School District Seven,Spartanburg High School,4207073,H,2250 East Main St.,Spartanburg,SC,29307,9-12,2029,864-594-4410,https://sc02205954.schoolwires.net/Page/33,Vance Jones,128.0,0,,,,,,,,,,,,,,,,,,,,34.97941975,-81.87963881138224
Spartanburg School District Seven,Jesse W. Boyd Elementary School,4207074,E,1505 Fernwood-Glendale Road,Spartanburg,SC,29307,K-5,434,864-594-4430,boyd.spartanburg7.org,Jonathan Duvall,37.0,2017,Spartanburg School District Seven,Jesse Boyd Elementary School,E,38.400000000000006,25.9,42.7,23.7,,,,477.0,255.0,222.0,157.0,278.0,,,,42.0,34.957513899999995,-81.8772674728732
Spartanburg School District Seven,Jesse W. Boyd Elementary School,4207074,E,1505 Fernwood-Glendale Road,Spartanburg,SC,29307,K-5,434,864-594-4430,boyd.spartanburg7.org,Jonathan Duvall,37.0,2018,Spartanburg School District Seven,Jesse W. Boyd Elementary School,E,50.4,18.2,56.6,15.9,52.9,,21.2,,,,,,,,,,34.957513899999995,-81.8772674728732
Spartanburg School District Seven,Jesse W. Boyd Elementary School,4207074,E,1505 Fernwood-Glendale Road,Spartanburg,SC,29307,K-5,434,864-594-4430,boyd.spartanburg7.org,Jonathan Duvall,37.0,2019,Spartanburg School District Seven,Jesse Boyd Elementary School,E,58.3,17.4,51.0,19.0,60.8,,12.4,489.0,266.0,223.0,143.0,284.0,,0.0,266.0,62.0,34.957513899999995,-81.8772674728732
Spartanburg School District Seven,Jesse W. Boyd Elementary School,4207074,E,1505 Fernwood-Glendale Road,Spartanburg,SC,29307,K-5,434,864-594-4430,boyd.spartanburg7.org,Jonathan Duvall,37.0,2021,Spartanburg School District Seven,Jesse W. Boyd Elementary School,E,54.9,19.0,53.3,22.8,72.6,,11.3,459.0,232.0,227.0,124.0,292.0,,0.0,253.0,43.0,34.957513899999995,-81.8772674728732
Spartanburg School District Seven,Ep Todd School,4207075,E,150 Old Canaan Rd,Spartanburg,SC,29306,PK-8,742,8645944475,https://www.spartanburg7.org/Domain/14,Victoria Bradley,58.0,2017,Spartanburg School District Seven,E.P. Todd School,E,24.4,38.8,34.5,28.1,,,,846.0,454.0,392.0,527.0,186.0,,,,133.0,34.9112266,-81.90327955894858
Spartanburg School District Seven,Ep Todd School,4207075,E,150 Old Canaan Rd,Spartanburg,SC,29306,PK-8,742,8645944475,https://www.spartanburg7.org/Domain/14,Victoria Bradley,58.0,2017,Spartanburg School District Seven,E.P. Todd School,M,21.8,38.5,23.6,37.7,37.3,34.5,,846.0,454.0,392.0,527.0,186.0,,,,133.0,34.9112266,-81.90327955894858
Spartanburg School District Seven,Ep Todd School,4207075,E,150 Old Canaan Rd,Spartanburg,SC,29306,PK-8,742,8645944475,https://www.spartanburg7.org/Domain/14,Victoria Bradley,58.0,2018,Spartanburg School District Seven,Ep Todd School,E,32.7,32.7,29.9,34.5,40.7,,20.9,,,,,,,,,,34.9112266,-81.90327955894858
Spartanburg School District Seven,Ep Todd School,4207075,E,150 Old Canaan Rd,Spartanburg,SC,29306,PK-8,742,8645944475,https://www.spartanburg7.org/Domain/14,Victoria Bradley,58.0,2018,Spartanburg School District Seven,Ep Todd School,M,26.9,34.5,24.7,39.5,36.9,,33.8,,,,,,,,,,34.9112266,-81.90327955894858
Spartanburg School District Seven,Ep Todd School,4207075,E,150 Old Canaan Rd,Spartanburg,SC,29306,PK-8,742,8645944475,https://www.spartanburg7.org/Domain/14,Victoria Bradley,58.0,2019,Spartanburg School District Seven,Ep Todd School,E,35.0,35.4,29.6,42.4,30.0,,35.6,838.0,438.0,400.0,486.0,187.0,,0.0,679.0,165.0,34.9112266,-81.90327955894858
Spartanburg School District Seven,Ep Todd School,4207075,E,150 Old Canaan Rd,Spartanburg,SC,29306,PK-8,742,8645944475,https://www.spartanburg7.org/Domain/14,Victoria Bradley,58.0,2019,Spartanburg School District Seven,Ep Todd School,M,33.6,34.1,18.2,42.7,31.7,,43.2,838.0,438.0,400.0,486.0,187.0,,0.0,679.0,165.0,34.9112266,-81.90327955894858
